code,description,last_updated
68001003Fe,"derally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that  Fq",2025-09-01
68002004in,cludes an initial preventive physical examination (ippe) or annual wellness,2025-09-01
68003004vi,sit (awv) and includes a typical bundle of medicare-covered services that,2025-09-01
68004004wo,uld be furnished per diem to a patient receiving an ippe or awv,2025-09-01
69001003Fe,"derally qualified health center (fqhc) visit, mental health, new patient; a   Fq",2025-09-01
69002004me,"dically-necessary, face-to-face mental health encounter (one-on-one) between",2025-09-01
69003004a,new patient and a fqhc practitioner during which time one or more fqhc,2025-09-01
69004004se,rvices are rendered and includes a typical bundle of medicare-covered,2025-09-01
69005004se,rvices that would be furnished per diem to a patient receiving a mental,2025-09-01
69006004he,alth visit,2025-09-01
70001003Fe,"derally qualified health center (fqhc) visit, mental health, established      Fq",2025-09-01
70002004pa,"tient; a medically-necessary, face-to-face mental health encounter",2025-09-01
70003004(o,ne-on-one) between an established patient and a fqhc practitioner during,2025-09-01
70004004wh,ich time one or more fqhc services are rendered and includes a typical bundle,2025-09-01
70005004of,medicare-covered services that would be furnished per diem to a patient,2025-09-01
70006004re,ceiving a mental health visit,2025-09-01
71001003Co,llection of venous blood by venipuncture or urine sample by catheterization   Ve,2025-09-01
71002004fr,om an individual in a skilled nursing facility (snf) or by a laboratory on,2025-09-01
71003004be,half of a home health agency (hha),2025-09-01
72001003He,"patitis c antibody screening, for individual at high risk and other covered   He",2025-09-01
72002004in,dication(s),2025-09-01
73001003Fa,"ce-to-face behavioral counseling for obesity, group (2-10), 30 minutes        Gr",2025-09-01
75001003Hi,"v antigen/antibody, combination assay, screening                              Hi",2025-09-01
76001003In,fectious agent detection by nucleic acid (dna or rna); human papillomavirus   Hp,2025-09-01
76002004(h,"pv), high-risk types (e.g., 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59,",2025-09-01
7600300468,") for cervical cancer screening, must be performed in addition to pap test",2025-09-01
77001003Dr,"ug test(s), presumptive, any number of drug classes; any number of devices or Dr",2025-09-01
77002004pr,"ocedures, (e.g., immunoassay) capable of being read by direct optical",2025-09-01
77003004ob,"servation only (e.g., dipsticks, cups, cards, cartridges), includes sample",2025-09-01
77004004va,"lidation when performed, per date of service",2025-09-01
78001003Dr,"ug test(s), presumptive, any number of drug classes; any number of devices or Dr",2025-09-01
78002004pr,"ocedures, (e.g., immunoassay) read by instrument-assisted direct optical",2025-09-01
78003004ob,"servation (e.g., dipsticks, cups, cards, cartridges), includes sample",2025-09-01
78004004va,"lidation when performed, per date of service",2025-09-01
79001003Dr,"ug test(s), presumptive, any number of drug classes; any number of devices or Dr",2025-09-01
79002004pr,"ocedures by instrumented chemistry analyzers utilizing immunoassay, enzyme",2025-09-01
79003004as,"say, tof, maldi, ldtd, desi, dart, ghpc, gc mass spectrometry), includes",2025-09-01
79004004sa,"mple validation when performed, per date of service",2025-09-01
80001003Dr,"ug test(s), definitive, utilizing (1) drug identification methods able to     Dr",2025-09-01
80002004id,entify individual drugs and distinguish between structural isomers (but not,2025-09-01
80003004ne,"cessarily stereoisomers), including, but not limited to gc/ms (any type,",2025-09-01
80004004si,"ngle or tandem) and lc/ms (any type, single or tandem and excluding",2025-09-01
80005004im,"munoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",2025-09-01
80006004al,"cohol dehydrogenase)), (2) stable isotope or other universally recognized",2025-09-01
80007004in,"ternal standards in all samples (e.g., to control for matrix effects,",2025-09-01
80008004in,"terferences and variations in signal strength), and (3) method or",2025-09-01
80009004dr,"ug-specific calibration and matrix-matched quality control material (e.g., to",2025-09-01
80010004co,ntrol for instrument variations and mass spectral drift); qualitative or,2025-09-01
80011004qu,"antitative, all sources, includes specimen validity testing, per day; 1-7",2025-09-01
80012004dr,"ug class(es), including metabolite(s) if performed",2025-09-01
81001003Dr,"ug test(s), definitive, utilizing (1) drug identification methods able to     Dr",2025-09-01
81002004id,entify individual drugs and distinguish between structural isomers (but not,2025-09-01
81003004ne,"cessarily stereoisomers), including, but not limited to gc/ms (any type,",2025-09-01
81004004si,"ngle or tandem) and lc/ms (any type, single or tandem and excluding",2025-09-01
81005004im,"munoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",2025-09-01
81006004al,"cohol dehydrogenase)), (2) stable isotope or other universally recognized",2025-09-01
81007004in,"ternal standards in all samples (e.g., to control for matrix effects,",2025-09-01
81008004in,"terferences and variations in signal strength), and (3) method or",2025-09-01
81009004dr,"ug-specific calibration and matrix-matched quality control material (e.g., to",2025-09-01
81010004co,ntrol for instrument variations and mass spectral drift); qualitative or,2025-09-01
81011004qu,"antitative, all sources, includes specimen validity testing, per day; 8-14",2025-09-01
81012004dr,"ug class(es), including metabolite(s) if performed",2025-09-01
82001003Dr,"ug test(s), definitive, utilizing (1) drug identification methods able to     Dr",2025-09-01
82002004id,entify individual drugs and distinguish between structural isomers (but not,2025-09-01
82003004ne,"cessarily stereoisomers), including, but not limited to gc/ms (any type,",2025-09-01
82004004si,"ngle or tandem) and lc/ms (any type, single or tandem and excluding",2025-09-01
82005004im,"munoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",2025-09-01
82006004al,"cohol dehydrogenase)), (2) stable isotope or other universally recognized",2025-09-01
82007004in,"ternal standards in all samples (e.g., to control for matrix effects,",2025-09-01
82008004in,"terferences and variations in signal strength), and (3) method or",2025-09-01
82009004dr,"ug-specific calibration and matrix-matched quality control material (e.g., to",2025-09-01
82010004co,ntrol for instrument variations and mass spectral drift); qualitative or,2025-09-01
82011004qu,"antitative, all sources, includes specimen validity testing, per day; 15-21",2025-09-01
82012004dr,"ug class(es), including metabolite(s) if performed",2025-09-01
83001003Dr,"ug test(s), definitive, utilizing (1) drug identification methods able to     Dr",2025-09-01
83002004id,entify individual drugs and distinguish between structural isomers (but not,2025-09-01
83003004ne,"cessarily stereoisomers), including, but not limited to gc/ms (any type,",2025-09-01
83004004si,"ngle or tandem) and lc/ms (any type, single or tandem and excluding",2025-09-01
83005004im,"munoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",2025-09-01
83006004al,"cohol dehydrogenase)), (2) stable isotope or other universally recognized",2025-09-01
83007004in,"ternal standards in all samples (e.g., to control for matrix effects,",2025-09-01
83008004in,"terferences and variations in signal strength), and (3) method or",2025-09-01
83009004dr,"ug-specific calibration and matrix-matched quality control material (e.g., to",2025-09-01
83010004co,ntrol for instrument variations and mass spectral drift); qualitative or,2025-09-01
83011004qu,"antitative, all sources, includes specimen validity testing, per day; 22 or",2025-09-01
83012004mo,"re drug class(es), including metabolite(s) if performed",2025-09-01
90001003Fa,ce-to-face home health nursing visit by a rural health clinic (rhc) or        Ho,2025-09-01
90002004fe,derally qualified health center (fqhc) in an area with a shortage of home,2025-09-01
90003004he,alth agencies;  (services limited to rn or lpn only),2025-09-01
91001003Di,alysis procedure at a medicare certified esrd facility for acute kidney       Di,2025-09-01
91002004in,jury without esrd,2025-09-01
92001003Di,alysis procedure with single evaluation by a physician or other qualified     Md,2025-09-01
92002004he,alth care professional  for acute kidney injury without esrd,2025-09-01
93001003Sk,illed services of a registered nurse (rn) for the observation and assessment  Rn,2025-09-01
93002004of,"the patient's condition, each 15 minutes (the change in the patient's",2025-09-01
93003004co,ndition requires skilled nursing personnel to identify and evaluate the,2025-09-01
93004004pa,tient's need for possible modification of treatment in the home health or,2025-09-01
93005004ho,spice setting),2025-09-01
94001003Sk,illed services of a licensed practical nurse (lpn) for the observation and    Lp,2025-09-01
94002004as,"sessment of the patient's condition, each 15 minutes (the change in the",2025-09-01
94003004pa,tient's condition requires skilled nursing personnel to identify and evaluate,2025-09-01
94004004th,e patient's need for possible modification of treatment in the home health or,2025-09-01
94005004ho,spice setting),2025-09-01
95001003Sk,"illed services of a registered nurse (rn), in the training and/or education   Rn",2025-09-01
95002004of,"a patient or family member, in the home health or hospice setting, each 15",2025-09-01
95003004mi,nutes,2025-09-01
96001003Sk,"illed services of a licensed practical nurse (lpn), in the training and/or    Lp",2025-09-01
96002004ed,"ucation of a patient or family member, in the home health or hospice setting,",2025-09-01
96003004ea,ch 15 minutes,2025-09-01
98001003Ch,"emotherapy administration, intravenous infusion technique; initiation of      Ch",2025-09-01
98002004in,"fusion in the office/clinic setting using office/clinic pump/supplies, with",2025-09-01
